5 1 100 2 0.00000001
-1.38047	11.4	6.7	4.4	3.5	1
-1.38554	0	7.2	2.8	6.4	1
1.38554	1.3	5	-1.1	3.4	3
-1.41128	0	6.7	-2.2	3	2
-1.41128	3.6	6.7	-0.6	4.2	3
-1.41264	0.8	5	1.1	7	3
1.05015	0	6.1	1.1	3.1	2
1.38554	2	6.7	3.9	5.1	1
1.35266	0	12.2	6.7	7	2
0.956174	0	10.6	6.7	5.6	1
0.318917	6.9	7.8	1.1	6.2	1
-0.424297	0.5	6.7	0	2.7	3
-1.03374	0	8.9	-1.7	2.7	2
-1.38047	0	15.6	0.6	2.5	2
-1.34537	3.6	9.4	5	2.8	1
-0.956174	10.4	7.2	6.1	3.4	1
-0.295219	13.7	6.7	2.8	5.8	1
0.424297	19.3	8.3	0.6	6.2	3
1.05015	9.4	5.6	0.6	5.3	3
-1.41128	8.6	7.8	1.1	4.7	1
0.919842	23.9	11.1	5.6	5.8	3
0.637709	8.4	8.9	3.9	5.1	1
-1.39829	9.4	10	0.6	3.8	3
1.17672	3.6	5	-0.6	2.7	1
-0.0788627	2	7.2	-1.1	3	1
-1.01702	3.6	7.8	2.2	6.4	1
1.03374	1.3	8.9	1.1	2.5	1
1.08205	4.1	10	1.7	2.1	1
-1.18341	0	12.2	0.6	2.8	2
-1.39445	0	15	3.3	5.2	2
-1.39829	0	13.3	2.2	2.7	1
1.39829	0	12.8	6.1	4.3	4
-1.4141	4.8	14.4	6.7	3.8	1
-1.4141	1.3	10.6	7.2	5.9	1
-1.4142	27.4	10	6.1	4.4	1
-1.41316	5.6	9.4	5	4.7	1
1.12749	13.2	10	2.8	3.4	1
1.06626	1.5	8.9	4.4	6.8	1
1.3902	0	16.7	4.4	3.1	2
1.34537	1.5	11.7	3.3	3.1	1
0.938146	0	10.6	2.8	2.1	2
0.295219	4.6	9.4	2.8	1.8	3
-0.447393	0.3	11.1	3.3	2.6	1
-1.05015	0	16.1	1.7	4.3	2
-1.38554	0	21.1	7.2	4.1	2
-1.33769	0	20	6.1	2.1	2
-0.938146	0	17.8	8.9	3.2	1
-0.271433	2.3	11.1	7.2	2.6	1
0.447393	0.5	13.9	5.6	2.6	1
1.06626	0	15	3.9	4	4
-1.41264	0	15.6	3.3	3	2
0.901267	0	16.1	7.2	2.9	1
0.615947	8.1	13.3	6.7	5.8	1
-1.40473	1.8	10	4.4	2	1
1.1491	1.8	13.3	7.2	3.9	1
-0.0303452	10.9	13.9	5	2.6	1
-1.05015	6.6	13.3	6.7	2.7	1
1.06626	0	20	4.4	2.3	2
1.12749	0	23.3	8.3	2.6	1
-1.2217	0	21.7	8.9	3.5	2
-1.40473	4.3	13.9	10	2.8	1
-1.40733	10.7	16.7	8.9	2.6	1
1.40733	3.8	13.9	6.7	5.2	1
-1.41316	0.8	13.3	6.1	4.8	1
-1.41316	0	16.1	8.3	2.5	4
-1.41201	4.3	15.6	8.9	1.6	1
-1.40847	4.3	12.8	7.2	8	1
1.08205	0.5	11.7	6.1	6.4	1
1.39445	0.5	13.3	5.6	2.5	1
1.33769	18.5	11.1	7.2	3.4	1
0.919842	1.8	12.2	6.1	4.6	1
0.271433	0	13.3	5	2.3	2
-0.470357	0	17.8	5	2.4	2
-1.06626	0	23.9	6.1	2.2	2
-1.3902	0	18.3	9.4	3	2
-1.32962	0	13.3	6.7	3.9	1
-0.919842	0	14.4	3.9	3	2
-0.247568	0	18.3	4.4	4.3	2
0.470357	0	24.4	6.7	3.4	2
1.08205	0	25.6	9.4	4.2	2
-1.41358	0	26.7	12.8	3.8	2
0.882425	0	24.4	9.4	4.1	4
0.594003	0	19.4	9.4	3.5	2
-1.40951	0	17.8	6.7	2.9	1
1.12012	0	15.6	7.8	3.1	1
0.018208	0	19.4	7.2	1.5	2
-1.08205	6.4	14.4	11.7	1.3	1
1.09752	14	16.7	10	4	1
1.16994	6.1	12.8	8.9	4.8	1
-1.25675	0.3	14.4	8.9	6.3	1
-1.41128	0	17.2	8.9	3.3	1
-1.41264	0	22.2	8.9	3.1	1
1.41264	0	22.2	8.9	3.6	2
-1.40847	0	17.2	11.7	3.7	2
-1.40847	0	16.7	10	3.4	1
-1.40608	0	16.1	7.8	1.8	2
-1.40005	0.3	18.9	11.1	1.5	1
1.20929	3.8	17.8	12.2	2.7	1
1.09752	6.6	20	12.8	3.7	1
1.39829	0.3	18.9	10.6	3.7	1
1.32962	0	17.2	9.4	2.9	2
0.901267	1.3	12.8	8.9	3.1	1
0.247568	16	13.3	8.3	3.3	1
-0.493183	0	16.1	6.1	3.4	2
-1.08205	16.5	16.1	8.9	3.5	1
-1.39445	1.5	15	8.3	3	1
-1.32115	0	17.2	8.3	4.7	1
-0.901267	0	18.9	10	2.9	2
-0.223629	0	23.3	10	1.8	1
0.493183	0.8	18.3	12.8	3.9	1
1.09752	0	16.1	11.1	4.3	2
-1.4141	0	17.2	10	2.7	2
0.863324	0	22.2	9.4	1.7	2
0.571884	0	21.1	15	4.1	1
-1.41264	0	18.9	11.7	6.4	2
1.08983	3	17.2	10	3.8	1
0.0667398	1	19.4	10	3	1
-1.11267	0	24.4	10	3	2
1.12749	0	23.9	11.7	2.1	2
1.20929	15.7	13.9	11.7	1.9	1
-1.28847	8.6	15.6	9.4	2.5	1
-1.4141	0	19.4	9.4	2	4
-1.4142	0.5	19.4	11.1	3.1	1
1.4142	0	18.3	10.6	3.4	1
-1.40005	0	22.8	8.9	1.8	2
-1.40005	0	22.2	11.7	2.5	1
-1.39642	0.3	21.7	15	1.9	1
-1.38792	3	20	13.3	2.4	1
1.11267	0	20	12.2	2.3	1
1.40172	2	18.9	11.7	2.1	1
1.32115	5.8	18.3	10.6	6	1
0.882425	0	20.6	9.4	3.8	2
0.223629	0	24.4	10.6	3.1	4
-0.515863	0	25	11.1	2.1	2
-1.09752	0	26.7	12.8	3.8	2
-1.39829	0	28.3	14.4	2.8	1
-1.31229	1.5	25	12.8	2	1
-0.882425	0	23.9	11.1	2.3	4
-0.199625	0	27.8	13.3	2.9	5
0.515863	0	25.6	13.3	2.7	4
1.11267	0.5	23.3	13.9	2.2	1
-1.4142	0	25	15	2.2	1
0.843969	0	18.9	13.3	3.8	1
0.549596	0.3	26.1	13.3	2.5	1
-1.4141	0	21.7	15	2.6	2
1.05824	0	21.1	14.4	2.9	2
0.115193	0	25	14.4	2.2	2
-1.14198	15.2	19.4	13.9	4	1
1.15613	0	23.9	13.9	2.3	2
1.24543	1	20.6	12.2	3.9	1
-1.31677	0	18.9	11.1	3.3	1
-1.41316	0	23.3	12.2	4.3	2
-1.41201	0	26.7	12.8	2.6	2
1.41201	0	25.6	12.8	2.2	4
-1.38792	0	18.9	13.9	2.8	4
-1.38792	0	22.2	13.3	1.7	4
-1.38306	0	22.8	15	2	2
-1.37211	0	19.4	13.3	3	2
1.27827	0	22.8	13.9	2.8	2
1.12749	0	23.9	13.3	2.2	4
1.40473	0	23.3	12.2	2.5	2
1.31229	0	27.2	12.8	3.9	2
0.863324	0	33.9	16.7	3.7	2
0.199625	0	33.9	17.8	1.9	2
-0.538391	0	28.3	15.6	2.5	1
-1.11267	0	21.1	15	2.6	4
-1.40172	0	22.2	15	3.1	2
-1.30305	0	24.4	14.4	3.8	4
-0.863324	0	25.6	12.2	2.3	2
-0.175562	0	28.3	13.3	2.5	2
0.538391	0	30.6	15	3	2
1.12749	0	30.6	15	2.8	2
-1.41389	0	28.9	13.9	2.8	2
0.824364	0	31.1	16.7	4.7	2
0.527146	0	34.4	18.3	2.8	2
-1.41389	0	32.8	16.1	1.8	2
1.02542	0	21.7	14.4	3	4
0.16351	0	23.3	15	2.7	4
-1.16994	0	25.6	15	1.9	2
1.18341	0	23.3	13.3	3	1
1.27827	0	22.2	13.3	2.3	2
-1.34158	0	21.1	13.9	3.8	2
-1.40847	0	22.2	10	3.3	2
-1.40608	0	26.1	11.7	3.2	2
1.40608	0	21.1	12.2	3.4	2
-1.37211	0	23.9	13.3	1.8	2
-1.37211	0	22.8	12.2	3.2	2
-1.36603	0	22.8	13.3	2.4	2
-1.35266	0	22.8	12.8	1.9	2
1.30772	0	22.2	10.6	2.9	2
1.14198	0	21.7	10.6	2.1	2
1.40733	0	21.1	10	2	2
1.30305	0	22.8	12.8	3.3	2
0.843969	0	24.4	11.1	3.1	2
0.175562	0	26.1	11.7	2.6	2
-0.560761	0	28.3	14.4	4.2	2
-1.12749	0	32.2	13.3	3.1	2
-1.40473	0	25	13.3	3	2
-1.29343	0.3	18.9	13.9	5	1
-0.843969	0.3	20	11.7	3.9	1
-0.151447	0	20	8.9	4.2	2
0.560761	0	22.2	10	5.6	2
1.14198	0	27.8	11.7	3.6	2
-1.41316	0	26.1	11.1	1.5	2
0.804517	0	22.2	11.1	1.9	2
0.504542	0	24.4	9.4	2.3	2
-1.41201	0	27.8	11.7	2.2	5
0.99138	0	27.8	11.7	1.4	2
0.211635	0	23.9	11.7	1.9	4
-1.19653	0	19.4	10	2.5	4
1.20929	0	16.1	12.8	2.1	4
1.30772	0.3	19.4	11.7	1.1	1
-1.36283	0	19.4	10	1.4	5
-1.40005	0	21.1	10	1.8	5
-1.39642	0	19.4	11.1	1.7	2
1.39642	0	19.4	9.4	1.7	4
-1.35266	0	22.8	10	1.7	4
-1.35266	0	25	12.2	1.1	1
-1.34537	0	20.6	12.2	4.3	2
-1.32962	0	21.1	7.8	3.1	2
1.15613	0	23.3	8.9	3	2
1.40951	0	17.8	10	4.1	2
1.29343	0	18.9	7.8	7.3	2
0.824364	0	18.9	8.3	6.5	2
0.151447	0	21.7	8.9	5.7	2
-0.582965	0	23.9	7.8	5.1	2
-1.14198	0	23.9	7.8	1.3	2
-1.40733	0	21.1	7.8	1.9	2
-1.28342	0	16.1	8.9	1.6	4
-0.824364	0	12.2	8.3	1.4	4
-0.127287	0	13.9	7.2	1.3	4
0.582965	2	13.9	8.9	4.6	1
1.15613	4.8	15.6	12.2	3.9	1
-1.41201	16.5	17.8	13.3	3.4	1
0.784433	7.9	17.2	11.1	4.6	1
0.481788	0	16.1	8.3	5.5	2
-1.40847	0	14.4	6.1	1.6	2
0.956174	20.8	17.8	6.7	2	1
0.25951	4.8	15	9.4	5.3	1
-1.2217	0.5	11.1	6.1	5.7	1
1.23375	6.4	11.7	4.4	2.7	1
1.3337	8.9	7.8	3.3	2.6	1
-1.38047	0	11.1	5.6	3	1
-1.38792	7.1	11.7	6.1	2.1	1
-1.38306	0	11.7	6.7	1.5	2
1.38306	1.5	11.1	7.2	2.5	1
-1.32962	23.1	14.4	9.4	5.1	1
-1.32962	6.1	14.4	10	3.8	1
-1.32115	10.9	15.6	10	4.9	1
-1.30305	34.5	15	12.2	2.8	1
1.35615	14.5	15.6	11.1	2.7	1
1.16994	9.7	15	10.6	3	1
1.41128	5.6	15	10.6	1	1
1.28342	0.5	15.6	11.1	3.6	1
0.804517	8.1	17.8	12.8	3.8	1
0.127287	0.8	15	7.8	4	1
-0.604997	0.3	12.8	6.7	3.5	1
-1.15613	0	12.2	3.9	3.4	1
-1.40951	0	10	1.1	3.4	1
-1.27303	0	8.9	1.1	2	1
-0.804517	0	7.8	-0.6	2.2	2
-0.10309	15.2	8.9	1.1	3	1
0.604997	3.6	12.8	6.1	3	1
1.16994	5.3	11.1	7.8	2.5	1
-1.41045	0.8	11.1	5	2.6	1
0.764117	0	9.4	2.8	2.4	4
0.458892	5.6	9.4	2.2	1.6	1
-1.40327	6.1	12.2	6.1	5.3	1
0.919842	7.9	10	6.1	4.9	1
0.307079	54.1	13.3	8.3	6	1
-1.24543	3.8	11.1	7.2	4.2	1
1.25675	11.2	8.3	3.9	5.5	1
1.35615	0	8.9	2.8	1.5	1
-1.39445	32	9.4	6.1	2.4	1
-1.37211	0	8.9	3.9	1.2	1
-1.36603	0	8.3	1.1	3.6	4
1.36603	0	9.4	1.7	3.8	5
-1.30305	0	10	1.7	1.5	2
-1.30305	2.8	9.4	2.2	2.9	1
-1.29343	1.5	12.8	7.8	4.2	1
-1.27303	35.6	15	7.8	4.6	1
1.18341	4.1	13.3	8.3	5.5	1
1.41264	19.6	8.3	7.2	6.2	1
1.27303	13	9.4	7.2	4.4	1
0.784433	14.2	11.7	7.2	6.2	1
0.10309	1.5	8.9	4.4	5	1
-0.626851	1.5	7.2	6.1	5.1	1
-1.16994	1	7.8	3.3	4.6	1
-1.41128	0	6.7	3.3	2	2
-1.26227	1.5	6.7	2.8	2.1	1
-0.784433	0.5	7.2	5.6	1.8	1
-0.0788627	3	7.8	5.6	4.5	1
0.626851	8.1	6.7	4.4	2	1
1.18341	2.3	7.2	3.3	2.8	1
-1.40847	7.9	6.1	1.1	1.7	1
0.743577	5.3	4.4	0.6	5.1	3
0.435861	22.6	6.7	3.3	5.5	3
-1.39642	2	8.3	1.7	9.5	1
0.882425	3.3	3.9	0.6	5.3	3
0.354287	13.7	8.3	1.7	5.8	3
-1.2677	13.2	7.2	0.6	3.7	1
1.27827	1.8	8.3	-1.7	1.7	1
1.375	3.3	8.3	3.9	3.5	1
-1.40473	6.6	7.2	3.3	2.5	1
-1.35266	0.3	5.6	2.8	2.8	1
-1.34537	13.5	5.6	2.8	4.2	3
1.34537	4.6	6.7	3.3	4.9	1
-1.27303	4.1	7.8	3.3	3.2	1
-1.27303	0	8.3	3.9	1.7	1
-1.26227	1.5	5	3.3	1.7	1
-1.23964	0	4.4	0	1.8	4
1.3902	0	3.3	-1.1	2	4
1.01707	0	5	-2.8	2.7	2
1.37549	0	6.1	-1.1	3.2	2
1.37114	4.1	6.7	-1.7	3	1
1.00429	2.5	10	2.2	2.8	1
0.381678	3	6.7	4.4	3.1	1
-0.364065	2	7.2	2.8	3	1
-0.991356	2.3	10	4.4	7.3	1
-1.36655	16.3	11.7	5.6	6.3	1
-1.36173	38.4	10	1.7	5.1	1
-0.995687	0.3	3.3	-0.6	2.1	3
-0.346393	0	2.8	-2.8	1.9	4
0.375814	0	2.8	-3.9	2	2
1.01707	0	2.2	-4.4	1.5	2
0.559417	0	3.3	-2.2	1.3	2
-1.37827	0	6.7	-0.6	2.3	2
-1.41405	0	6.1	-3.9	1.8	4
0.969426	0	3.9	-2.8	1	4
1.24884	0	3.3	-1.1	1.3	4
-0.20318	0	1.1	-0.6	1.9	4
-0.685033	0	3.3	-0.6	2.1	4
-1.22828	0	2.2	-1.7	1.1	4
-1.24016	0	3.3	-1.7	0.6	4
0.565001	5.1	7.2	2.2	3.1	1
-0.00304307	5.8	7.2	1.1	2.6	1
-0.0273859	3	10.6	2.8	2.1	1
0.185095	2.3	8.3	3.9	4.5	1
-1.37407	1.8	5.6	3.9	4.5	1
-1.37407	7.9	6.1	3.3	3.2	1
-1.3681	4.3	8.3	5	3.9	1
-1.35496	3.6	8.9	6.7	3.9	1
-1.39774	3	9.4	7.2	4	1
1.03383	0.3	11.7	5	2.9	1
1.38095	0	6.1	2.8	2	4
1.36497	2.3	8.9	2.8	2.9	1
0.987006	0	10.6	6.7	2.6	1
0.358181	3.3	10	6.7	5.1	1
-0.387534	1	10.6	6.1	4.5	1
-1.00857	1.3	9.4	3.3	4.1	1
-1.37261	0	7.8	2.2	1.3	2
-1.35496	0.3	8.3	4.4	1.3	1
-0.978252	0	8.9	1.7	2	4
-0.322739	0.3	8.3	4.4	1.4	1
0.399226	1	11.1	7.2	5.6	1
1.03383	2.3	9.4	7.2	4.1	1
0.581692	1	9.4	5.6	2.2	1
-1.38352	0	13.3	5	2.4	4
-1.41348	0	11.1	3.9	5.6	1
0.933409	0	9.4	4.4	3.4	1
1.22525	0	7.8	3.9	1.9	1
-0.154885	0	10.6	1.7	3.4	2
-0.64204	1.5	7.8	1.1	2.1	1
-1.25168	0.5	6.7	3.9	6.2	1
-1.2736	9.4	7.8	3.9	8.1	1
0.497326	0.3	10	3.9	4.6	1
-0.0760401	0	8.9	5	5.5	1
-0.100337	2.3	10.6	3.3	7.1	1
0.257221	0.5	8.9	3.9	3.8	1
-1.35496	4.6	10	4.4	1.8	1
-1.35496	8.1	11.7	6.7	3.8	1
1.05029	4.1	15	11.1	5.4	1
1.38599	0.8	13.9	5	4.5	1
1.3584	0	11.1	2.2	2.8	2
0.969426	0	13.3	0	3.9	2
0.334578	0	9.4	6.1	2.4	1
-0.410889	11.9	7.2	5	4.1	1
-1.02549	7.4	12.2	5	2.5	1
-1.37827	0	11.7	2.2	2.6	4
-1.34779	0	12.8	1.1	1.3	5
-0.960528	0.8	7.8	3.9	1.6	1
-0.298991	1.3	10.6	6.1	1.1	1
0.42252	2	12.8	10	5.7	1
1.05029	2.3	11.7	9.4	3.7	1
0.603794	2.8	11.7	9.4	3	1
-1.38836	0	14.4	8.9	4.3	1
-1.41248	4.3	10.6	4.4	6.4	1
0.896285	0	8.9	3.9	6.1	2
1.20022	0	11.7	3.9	5.9	1
-0.106407	11.7	12.8	1.7	3.4	1
-0.598285	9.9	11.1	4.4	7.6	1
-1.2736	8.1	10	2.2	4.9	3
-1.30363	0	9.4	0.6	2.2	2
0.428325	0	10	1.1	2.6	2
-0.148834	0	12.2	0.6	2.1	2
-0.17302	0	16.7	4.4	2.8	2
0.328662	0	16.7	6.1	1.7	2
-1.33225	0.3	13.3	7.2	1.6	1
-1.33225	2	16.1	8.3	1.3	1
-1.32388	0	18.3	7.8	2.5	1
-1.30598	0	20	5.6	4.4	4
-1.3681	0	20.6	6.7	2.9	2
1.06643	0	17.2	8.3	3.6	2
1.39062	0	13.9	8.9	2.2	2
1.35143	0	16.7	7.8	1.6	2
0.951558	8.4	14.4	10	3	1
0.310876	18.5	13.9	10	5.6	1
-0.434121	12.7	12.2	7.2	5	1
-1.0421	39.1	8.3	5	3.9	1
-1.38352	0.8	13.3	6.1	3.1	1
-1.34022	0	12.2	6.1	2.4	2
-0.942518	9.4	15	8.9	6.4	1
-0.275153	1.5	12.2	6.7	3.8	1
0.445689	9.7	7.8	4.4	4.6	1
1.06643	9.4	10.6	3.3	5.7	1
0.625718	5.8	12.8	4.4	2.3	1
-1.39279	0	13.9	4.4	2.4	5
-1.41107	0.3	13.9	3.3	2.6	1
0.858099	0	15	3.9	3.3	4
1.17376	5.3	11.7	6.7	4	1
-0.0578022	20.6	13.3	9.4	4.9	1
-0.553822	0	13.9	8.3	5.8	2
-1.294	3.3	12.2	6.7	4.1	1
-1.33019	0	16.1	5	4.3	2
0.358181	0	17.8	3.9	2.8	2
-0.221232	0	21.1	6.1	3	2
-0.245243	0	21.7	6.7	1.1	2
0.399226	0	20.6	8.3	2.2	5
-1.30598	0	13.9	10.6	5.9	2
-1.30598	1	15	9.4	5.2	1
-1.29645	3.8	13.9	6.7	4.2	1
-1.27623	0	12.8	4.4	2.4	2
1.08226	0	18.3	3.3	3.1	2
1.39485	0	20.6	6.7	4	2
1.34405	0	21.7	9.4	4.9	2
0.933409	0	25	11.1	6.5	2
0.287083	0	28.9	11.7	5.3	2
-0.457225	0	30.6	12.2	2	2
-1.0584	0	20.6	11.1	3.3	2
-1.38836	0	19.4	11.1	1.9	2
-1.33225	0	22.8	10	1.3	2
-0.92423	0	26.1	9.4	1	2
-0.251234	0	27.2	12.2	2.6	2
0.468726	6.6	21.7	13.9	3.9	1
1.08226	3.3	18.9	9.4	5	1
0.647456	0	18.3	7.8	2.4	2
-1.3968	1	17.2	8.9	2.3	1
-1.40924	0	21.7	12.2	2.7	5
0.818897	0.5	17.2	11.7	3.7	1
1.14591	0	16.7	11.1	2.9	2
-0.00912915	0	18.3	10.6	2.3	2
-0.508702	0	19.4	9.4	1.8	2
-1.31288	13.7	15.6	8.3	4.8	1
-1.35321	13.7	11.1	7.2	3	1
0.287083	4.1	12.2	6.7	1.9	1
-0.293039	0.3	16.7	8.9	2.7	1
-0.316811	0	17.8	10	2.7	2
0.468726	1.5	18.3	10.6	2.2	1
-1.27623	9.7	16.7	11.1	3.1	1
-1.27623	0.5	17.2	11.7	2.8	1
-1.26555	5.6	16.1	9.4	4	1
-1.24308	0	16.7	9.4	5.3	2
-1.32388	0	19.4	11.1	2.5	2
1.09777	0	22.8	12.2	2.5	2
1.39865	1	20.6	12.2	3.1	1
1.33628	0	22.2	11.1	2.9	2
0.914983	0	26.1	12.2	3.4	2
0.263203	0	26.7	14.4	3.1	2
-0.480193	0	26.7	12.2	2.5	2
-1.07439	0	21.7	13.3	3.2	2
-1.39279	0	20.6	12.8	3.1	2
-1.32388	0	20.6	11.1	3.7	2
-0.905667	0	21.7	11.7	3.2	2
-0.227241	0	20	10	5.7	2
0.491624	0.3	20.6	11.7	4.2	1
1.09777	0	21.1	11.7	2.6	2
0.669003	0	20	12.2	3.7	2
-1.4004	0	25.6	10	2.9	2
-1.40699	0	23.9	12.8	3.4	2
0.778723	0	25.6	13.9	3	2
1.1167	0.3	23.3	13.3	3.4	1
0.0395548	0	20	12.8	3.7	2
-0.46298	3	17.2	12.8	5	1
-1.33019	0.3	20.6	12.2	1.5	1
-1.37261	0	25.6	11.7	1.7	2
0.215219	7.9	22.2	15	2.1	1
-0.364065	4.8	21.1	13.9	3.7	1
-0.387534	9.9	23.3	14.4	2.8	1
0.536976	2	22.2	15	2.3	1
-1.24308	3.6	21.1	16.7	1.3	1
-1.24308	0	30.6	16.1	2.2	2
-1.23128	0	30	18.3	1.7	2
-1.20661	0	33.9	17.2	2.5	2
1.11296	0	31.7	18.3	2.3	2
1.40205	0	28.3	15.6	3	2
1.32811	0	26.1	16.7	3.2	2
0.896285	0	21.7	13.9	2.2	5
0.239246	0	23.3	13.9	2.6	2
-0.503019	0	26.1	13.3	2.2	2
-1.09006	0	23.9	13.9	2.9	2
-1.3968	0	26.7	13.3	2.8	2
-1.31513	0	30	15	2.5	2
-0.886837	0	22.2	13.9	2.6	2
-0.20318	0	22.8	12.2	3	2
0.514376	0	19.4	13.3	2.2	2
1.11296	0	26.1	11.1	3.1	2
0.690351	0	27.8	12.8	3	2
-1.40359	0	27.8	14.4	4.6	2
-1.40432	0	31.1	18.3	4.1	2
0.737627	0	22.2	15	3.7	2
1.08617	0	26.1	13.9	2	2
0.0881918	0	27.8	13.3	1.9	2
-0.416708	0	25	13.3	2	2
-1.34593	0	23.9	12.8	2.3	2
-1.38836	0	26.1	13.3	2.4	5
0.142781	0	31.1	13.9	3	2
-0.434121	0	31.1	14.4	2.5	2
-0.457225	0	31.1	12.8	2.3	2
0.603794	0	31.1	14.4	2.9	2
-1.20661	0	25.6	12.8	2.6	2
-1.20661	0	21.1	12.2	3.4	5
-1.19373	0	25	13.3	1.4	2
-1.16692	0	25	13.3	2.8	2
-1.26555	0	21.7	13.3	1.8	2
1.12781	0	20.6	13.3	3.9	2
1.40503	2	17.2	15	2	1
1.31955	0	25	15.6	2.4	5
0.877322	0	28.9	15	3.4	2
0.215219	0	30	15	2.1	2
-0.525696	0	30.6	13.9	1.4	2
-1.10541	0	31.1	13.9	1.9	2
-1.4004	0	28.3	14.4	2.5	2
-1.30598	0	28.3	14.4	2.1	2
-0.867743	2.3	25.6	15	2.9	1
-0.179059	0	25	14.4	2.9	2
0.536976	0	25.6	16.1	1.9	2
1.12781	0	27.8	15	1.8	2
0.711495	0.8	27.2	15	2	1
-1.40636	1.8	21.1	17.2	1	1
-1.40124	0	28.9	16.1	2.2	5
0.695656	0	25.6	17.2	3	2
1.05435	0	26.1	15.6	3.1	2
0.136724	0	26.7	15.6	3	2
-0.369943	0	25.6	16.1	4.6	2
-1.36008	0	27.8	15	4.3	2
-1.4004	0	28.9	15	1.9	2
0.0699621	0	25	16.1	4.1	2
-0.503019	0	25	16.7	2.7	2
-0.525696	0.3	22.2	16.1	2.6	1
0.669003	1	24.4	16.1	1.9	1
-1.16692	1.3	26.7	17.2	1.4	1
-1.16692	5.6	26.7	15.6	1.3	1
-1.153	19.3	23.9	18.3	3	1
-1.12413	0	26.1	16.1	2.9	2
-1.23128	0	27.8	13.9	2.6	2
1.14233	0	27.8	15.6	2.5	2
1.40759	0	27.8	17.2	2.1	2
1.3106	2.3	25	16.7	1.7	1
0.858099	0.3	22.8	16.1	2.4	1
0.191127	27.7	20	15.6	2.5	1
-0.548217	21.3	21.7	16.1	2.6	1
-1.12043	0	23.3	17.2	2	2
-1.40359	0	26.7	14.4	1.5	5
-1.29645	0	26.1	13.9	2.1	2
-0.848392	0	26.7	15	3.7	2
-0.154885	0	33.9	16.1	2.4	2
0.559417	0	25.6	15	1.7	2
1.14233	0	18.9	15.6	2	2
0.732427	0	21.7	15.6	1.4	5
-1.40871	3.3	18.9	14.4	2.2	1
-1.39774	0.3	21.7	15	4.3	1
0.652861	0	17.8	13.9	2.3	2
1.02128	0	21.1	13.3	2.5	2
0.185095	0	25.6	10	1.5	2
-0.322739	3.6	23.3	13.3	3	1
-1.37261	0	21.1	13.3	2.5	2
-1.40871	13.5	17.2	13.3	5.5	1
-0.00304307	2.8	16.1	11.1	4.5	1
-0.570575	0	17.8	10	2.6	2
-0.592765	2	16.1	9.4	3	1
0.732427	0	17.2	7.2	2.2	2
-1.12413	1	13.9	10.6	4.3	1
-1.12413	43.4	16.7	11.7	6	1
-1.10919	16.8	14.4	11.1	7.1	1
-1.07834	18.5	13.9	10	6.3	1
1.15651	7.9	14.4	8.9	4.7	1
1.40973	5.3	12.8	9.4	2.4	1
1.30126	0.8	14.4	8.9	0.9	1
0.838622	0	17.8	5.6	1.1	2
0.166978	0	20	8.3	1.6	2
